Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,study_efficiency
0.7751877124443853,1.7041756537686743,1,1.4562046070089614,-1.2497539385692347,91.0,-0.09142081791627893
-0.3834805837706292,0.7239126763316358,0,-1.4922942328083246,-0.900982153184468,65.0,0.3531611443597934
1.16141047784939,-1.063625694288846,1,0.276805071082047,-0.900982153184468,45.0,0.6389638343944112
0.002742181634375661,-1.0059631662043143,1,-0.9025944648448675,-0.900982153184468,36.0,0.3531611443597934
0.7751877124443853,0.32027497973991415,0,0.8665048390455041,0.14533320296983215,66.0,0.10308379057950269
-0.769703349175634,0.49326256399350915,0,1.4562046070089614,0.4941049883545988,61.0,-0.9805847424684236
0.7751877124443853,0.2049499235708508,1,-0.9025944648448675,0.4941049883545988,63.0,1.1534086764567235
1.16141047784939,-1.409600862796036,1,-1.4922942328083246,0.4941049883545988,42.0,2.353779974602119
0.002742181634375661,0.43560003590897745,0,0.8665048390455041,-0.900982153184468,61.0,-0.3970709169810787
-0.3834805837706292,1.1275503729233576,0,-1.4922942328083246,-1.5985257239540014,69.0,0.3531611443597934
1.16141047784939,1.2428754290924209,0,-1.4922942328083246,0.14533320296983215,84.0,2.353779974602119
1.16141047784939,0.5509250920780409,0,-0.31289469688141025,-0.900982153184468,73.0,1.0200340877739018
-0.769703349175634,-1.2942758066269726,0,1.4562046070089614,-0.900982153184468,27.0,-0.9805847424684236
0.3889649470393805,-1.2942758066269726,0,-1.4922942328083246,-0.900982153184468,33.0,1.3534705594809562
0.002742181634375661,0.5509250920780409,0,0.276805071082047,1.1916485591241321,68.0,-0.21844423570944246
-1.155926114580639,0.1472873954863191,0,-1.4922942328083246,-0.5522103677997012,43.0,-0.6471482707613694
1.16141047784939,0.2049499235708508,1,0.8665048390455041,-0.20343858241493454,67.0,0.3531611443597934
0.3889649470393805,0.7815752044161675,1,0.276805071082047,-0.900982153184468,70.0,0.06735845432517536
-1.155926114580639,-0.890638110035251,1,-1.4922942328083246,1.5404203445088989,30.0,-0.6471482707613694
0.002742181634375661,0.32027497973991415,0,0.276805071082047,-1.5985257239540014,63.0,-0.21844423570944246
-1.5421488799856438,1.7041756537686743,1,-1.4922942328083246,-0.5522103677997012,71.0,-1.1473029783219508
0.3889649470393805,1.5311880695150792,0,1.4562046070089614,-1.5985257239540014,85.0,-0.31371179905431523
1.547633243254395,0.26261245165538244,1,0.276805071082047,0.4941049883545988,73.0,0.9247665244290295
-1.5421488799856438,0.8969002605852309,0,-0.9025944648448675,0.4941049883545988,57.0,-1.2473339198340672
-0.769703349175634,-0.48700041344352923,0,-0.31289469688141025,-0.5522103677997012,35.0,-0.6471482707613694
0.7751877124443853,-0.4293378853589976,1,0.276805071082047,-0.20343858241493454,49.0,0.3531611443597934
-0.3834805837706292,0.5509250920780409,0,0.8665048390455041,1.5404203445088989,66.0,-0.6471482707613694
1.547633243254395,0.8392377325006991,1,-0.31289469688141025,0.4941049883545988,83.0,1.3534705594809562
-0.769703349175634,1.415863013346016,1,-0.31289469688141025,0.14533320296983215,74.0,-0.6471482707613694
0.002742181634375661,1.1852129010078891,1,-1.4922942328083246,-0.5522103677997012,74.0,0.8533158519203747
-0.769703349175634,-0.48700041344352923,1,0.276805071082047,-0.5522103677997012,39.0,-0.7900496157786784
0.7751877124443853,-1.4672633908805677,1,1.4562046070089614,-1.2497539385692347,36.0,-0.09142081791627893
0.002742181634375661,0.03196233931725578,1,-0.31289469688141025,1.5404203445088989,58.0,0.0197246726527392
1.547633243254395,-1.0059631662043143,1,0.8665048390455041,-1.2497539385692347,47.0,0.6032384981400841
0.7751877124443853,-0.14102524493633922,1,1.4562046070089614,-0.5522103677997012,60.0,-0.09142081791627893
-1.155926114580639,1.5888505975996108,1,1.4562046070089614,-0.20343858241493454,74.0,-1.2028757236064598
-0.3834805837706292,-0.6023254696125926,0,0.8665048390455041,-0.5522103677997012,42.0,-0.6471482707613694
1.547633243254395,0.1472873954863191,0,0.8665048390455041,-0.900982153184468,68.0,0.6032384981400841
-1.155926114580639,-0.8329755819507193,1,-1.4922942328083246,-1.2497539385692347,32.0,-0.6471482707613694
1.547633243254395,-0.08336271685180756,0,-0.9025944648448675,-0.5522103677997012,64.0,1.953656208553654
0.002742181634375661,-0.4293378853589976,0,0.276805071082047,-0.20343858241493454,45.0,-0.21844423570944246
-1.155926114580639,-0.37167535727446593,1,-0.31289469688141025,-1.5985257239540014,39.0,-0.9805847424684236
-0.3834805837706292,0.2049499235708508,1,0.276805071082047,-1.5985257239540014,58.0,-0.5042469257440605
0.7751877124443853,-1.3519383347115044,0,1.4562046070089614,0.14533320296983215,36.0,-0.09142081791627893
1.16141047784939,0.43560003590897745,1,-0.31289469688141025,-0.20343858241493454,71.0,1.0200340877739018
-0.769703349175634,0.3779375078244458,1,-1.4922942328083246,-0.5522103677997012,54.0,-0.146993563200788
-1.5421488799856438,-1.5249259189650992,1,0.276805071082047,-1.5985257239540014,17.0,-1.3616549958479143
-0.3834805837706292,0.2049499235708508,0,-1.4922942328083246,0.4941049883545988,54.0,0.3531611443597934
-1.155926114580639,0.6662501482471042,1,-1.4922942328083246,-0.5522103677997012,58.0,-0.6471482707613694
1.16141047784939,-0.48700041344352923,0,0.276805071082047,-0.900982153184468,53.0,0.6389638343944112
-0.3834805837706292,-1.4672633908805677,1,0.276805071082047,0.4941049883545988,27.0,-0.5042469257440605
-1.155926114580639,1.1275503729233576,1,-0.31289469688141025,-1.2497539385692347,65.0,-0.9805847424684236
0.3889649470393805,0.6662501482471042,0,1.4562046070089614,1.5404203445088989,75.0,-0.31371179905431523
0.3889649470393805,-0.4293378853589976,1,1.4562046070089614,-1.5985257239540014,52.0,-0.31371179905431523
-0.3834805837706292,1.3582004852614842,0,0.8665048390455041,-0.5522103677997012,78.0,-0.6471482707613694
0.3889649470393805,1.7041756537686743,0,-1.4922942328083246,0.8428767737393655,91.0,1.3534705594809562
-1.155926114580639,-0.890638110035251,1,1.4562046070089614,0.14533320296983215,33.0,-1.2028757236064598
-1.155926114580639,0.03196233931725578,1,-0.9025944648448675,1.1916485591241321,47.0,-0.8472101537856019
-0.3834805837706292,1.6465131256841425,0,-0.31289469688141025,-1.5985257239540014,78.0,-0.31371179905431523
1.16141047784939,-1.2366132785424409,0,-0.31289469688141025,-1.5985257239540014,38.0,1.0200340877739018
