Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,study_efficiency
0.003720781526680239,0.09653564949753703,0,-1.497153009648624,-0.2089068699105348,0.8566186212168694
-1.1562818170675493,-0.7126630341687282,1,0.2684026050544669,-1.2571574789025317,-1.0741139819141083
-1.5429493499322924,-1.1750622819780225,0,-1.497153009648624,-1.6065743485665307,-1.1456225968448854
-0.7696142842028061,-0.6548631281925664,1,-0.3201159331798968,-1.2571574789025317,-0.6450622923294467
-0.7696142842028061,0.6167348032829932,0,0.8569211432888305,1.1887606087454612,-0.895342444587166
-1.5429493499322924,-0.8282628461210518,0,0.2684026050544669,-0.5583237395745337,-1.3601484416372163
-0.7696142842028061,1.2525337690207732,1,0.8569211432888305,0.14050999975346418,-0.895342444587166
0.7770558472561665,-1.5218617178349934,1,1.4454396815231942,-0.9077406092385327,-0.08888417620118143
0.003720781526680239,0.5011349913306696,0,-0.3201159331798968,-0.2089068699105348,0.02235144702447166
-1.1562818170675493,0.03873574352137522,1,0.8569211432888305,0.14050999975346418,-1.1456225968448854
-1.1562818170675493,-0.192463880383272,1,0.2684026050544669,-0.5583237395745337,-1.0741139819141083
0.3903883143914234,0.44333508535450783,1,0.8569211432888305,-1.6065743485665307,-0.14450198781400797
0.7770558472561665,-0.6548631281925664,0,1.4454396815231942,0.14050999975346418,-0.08888417620118143
-0.38294675133806294,0.21213546144986062,0,-0.9086344714142605,0.48992686941746316,-0.04438992691092015
-1.1562818170675493,-0.5392633162402428,1,-1.497153009648624,0.48992686941746316,-0.6450622923294467
0.003720781526680239,-1.2328621879541843,1,0.2684026050544669,-0.2089068699105348,-0.2160106027447849
-0.38294675133806294,-0.77046294014489,1,0.8569211432888305,-0.5583237395745337,-0.6450622923294467
1.1637233801209097,-0.9438626580733754,1,0.8569211432888305,-1.6065743485665307,0.35605831670143073
1.1637233801209097,0.7901345212114786,0,0.8569211432888305,1.1887606087454612,0.35605831670143073
-1.5429493499322924,0.44333508535450783,1,1.4454396815231942,0.14050999975346418,-1.4237116549090179
1.1637233801209097,0.7323346152353168,0,-0.9086344714142605,-1.2571574789025317,1.5574030475384837
0.003720781526680239,0.44333508535450783,1,-0.9086344714142605,0.48992686941746316,0.35605831670143073
0.003720781526680239,-1.1750622819780225,1,-0.9086344714142605,-1.6065743485665307,0.35605831670143073
-1.5429493499322924,1.1947338630446114,1,1.4454396815231942,-0.5583237395745337,-1.4237116549090179
0.003720781526680239,0.03873574352137522,1,1.4454396815231942,0.48992686941746316,-0.5338266691037936
-1.1562818170675493,-1.4062619058826697,1,-1.497153009648624,0.14050999975346418,-0.6450622923294467
0.003720781526680239,1.4837333929254204,0,1.4454396815231942,0.14050999975346418,-0.5338266691037936
-1.1562818170675493,0.03873574352137522,0,0.2684026050544669,-1.6065743485665307,-1.0741139819141083
0.3903883143914234,1.6571331108539058,0,-1.497153009648624,-0.2089068699105348,1.3571789257323081
0.003720781526680239,1.5415332989015822,1,-0.3201159331798968,0.8393437390814621,0.02235144702447166
